% x (km)	d (nT)
-15.0		-168.72
-14.0		-192.57
-13.0		-197.78
-12.0		-199.79
-11.0		-188.49
-10.0		-135.62
-9.0		-104.91
-8.0		-137.87
-7.0		-28.557
-6.0		138.00
-5.0		195.60
-4.0		192.36
-3.0		177.66
-2.0		165.33
-1.0		157.87
0.0		155.41
1.0		157.87
2.0		165.33
3.0		177.66
4.0		192.36
5.0		195.60
6.0		138.00
7.0		-28.557
8.0		-137.87
9.0		-104.91
10.0		-135.62
11.0		-188.49
12.0		-199.79
13.0		-197.78
14.0		-192.57
15.0		-168.72
